"Meslek","Şehir","Nitelikler"
"Full Stack Developer","Bursa(Yıldırım)","GENEL NİTELİKLER VE İŞ TANIMI  E-ticaret alanında faaliyet gösteren bir start up ta yer almak üzere, web sitesinin back-end (server entegrasyonları, database yönetimi) sitem mimarisini yönetecek ve geliştirecek, front-end teknolojilerine hakim (HTML5, CSS3, JavaScript, jQuery.). Full Stack  .Net, .Net MVC Developer arayışımız bulunmaktadır.  Aranan Özellikler  Üniversitelerin Bilgisayar Mühendisliği, Yazılım Mühendisliği, Elektrik- Elektronik Mühendisliği, Matematik Mühendisliği,  Mekatronik Mühendisliği vb bölümleri, En az 5-7 yıl geliştirme deneyimi olan, .Net Teknolojilerine hakim( Asp .Net Core, .Net Core, EF) ASP.Net Web Form, ASP.Net MVC, ASP.Net Web Api geliştirme konularında tecrübeli, HTML, HTML5, CSS, Javascript, Ajax, React, JQuery ve diğer web teknolojilerini iyi bilen, C# ile HMI (Human-Machine Interface) bilgi ve deneyimi olan, OOP, Tasarım Desenleri, TDD ve Unit Testing deneyimi olan, SQL ve NoSQL veritabanı teknolojileri konusunda tecrübeli (MongoDB tercih sebebi), Modern Front End ve Dev Ops araçlarını kullanabililen (NPM, WebPack, Gulp, Browserify, Babel vb), Versiyon kontrol sistemi kullanımında deneyimli (Git, SVN), ERP uygulamaları geliştirmeleri yapmış, Kurumsal ölçekte projeler geliştirmiş, Startup e-ticaret tecrübesi artıdır.     İş Tanımı  Sitenin işlevsel ihtiyaçların toplanması ve teknik şartnamelerin ve proje / test planlamasının geliştirilmesi, Back-end uygulamaların geliştirecek ve sistem mimarisinin kalitesinin artırılması, İleri yazılım uygulamalarını ve metodilejilerini siteye uyarlamak, Mevcut ve yeni uygulamaları planlamak, tasarlamak, geliştirmek, test etmek ve sürdürmek için diğer yazılım geliştiricileri ve iş analistleriyle işbirliği yapmak, Uygulamalar arasındaki entegrasyonları geliştirme, iyileştirme ve ayarlamalar yapmak, İyi tasarlanmış, test edilebilir, verimli, tekrar kullanılabilir kod yazma, Net mimari ve kod belgeleri hazırlama, Teknik ve uygulama sorunlarını analiz etme ve çözme, Çeşitli yazılım ürünlerini araştırma ve değerlendirme,      İşin Tanımı    Çözüm odaklı yaklaşıma sahip, Yeni başlayan bir e-ticaret sitesinin deneyimli yazılımcı koltuğunda oturma özverisi ve becerisi, Yeni teknolojileri ve gelişimleri takip eden, İş süreçlerini gerçekleştirmede takım çalışmasına uyum gösterme, İnsan İlişkilerinde ve iletişimde başarılı, "
"Full Stack Developer","Bursa(Yıldırım)","GENEL NİTELİKLER VE İŞ TANIMI  E-ticaret alanında faaliyet gösteren bir start up ta yer almak üzere, back-end sistem mimarisini yönetecek ve geliştirecek, front-end teknolojilerine hakim (HTML5, CSS3, JavaScript, jQuery.). PHP back-end development & python çok iyi bilen Full Stack Developer arayışımız bulunmaktadır.  Aranan Özellikler  Üniversitelerin Bilgisayar Mühendisliği, Yazılım Mühendisliği, Elektrik- Elektronik Mühendisliği, Matematik Mühendisliği,  Mekatronik Mühendisliği vb bölümleri En az 5-7 yıl geliştirme deneyimi olan, PHP tecrübesi (Tercihen Go veya NodeJS) HTML , HTML5, CSS, Javascript, Ajax, React, JQuery ve diğer web teknolojilerini iyi bilen,Javascript, Node.js konularında uzman SQL ve NoSQL veritabanı teknolojileri konusunda tecrübeli (MongoDB tercih sebebi), OOP, Tasarım Desenleri, TDD ve Unit Testing deneyimi olan, Modern Front End ve Dev Ops araçlarını kullanabililen (NPM, WebPack, Gulp, Browserify, Babel vb), Versiyon kontrol sistemi kullanımında deneyim (Git, SVN), ERP uygulamaları yapmış geliştirmiş, Web Servisleri konusunda deneyim (SOAP) API geliştirme ve API entegrasyonları konularında tecrübeli, Kurumsal ölçekte projeler geliştirmiş takım arkadaşına ihtiyacımız vardır.     İş Tanımı  Sitenin işlevsel ihtiyaçların toplanması ve teknik şartnamelerin ve proje / test planlamasının geliştirilmesi, Back-end uygulamaların geliştirecek ve sistem mimarisinin kalitesinin artırılması, İleri yazılım uygulamalarını ve metodilejilerini siteye uyarlamak, Mevcut ve yeni uygulamaları planlamak, tasarlamak, geliştirmek, test etmek ve sürdürmek için diğer yazılım geliştiricileri ve iş analistleriyle işbirliği yapmak, Uygulamalar arasındaki entegrasyonları geliştirme, iyileştirme ve ayarlamalar yapmak, İyi tasarlanmış, test edilebilir, verimli, tekrar kullanılabilir kod yazma, Net mimari ve kod belgeleri hazırlama, Teknik ve uygulama sorunlarını analiz etme ve çözme, Çeşitli yazılım ürünlerini araştırma ve değerlendirme,      Aranan Nitelikler  Çözüm odaklı yaklaşıma sahip, Yeni başlayan bir e-ticaret sitesinin deneyimli yazılımcı koltuğunda oturma özverisi ve becerisi, Yeni teknolojileri ve gelişimleri takip eden, İş süreçlerini gerçekleştirmede takım çalışmasına uyum gösterme, İnsan İlişkilerinde ve iletişimde başarılı,"
"Bilgi Teknolojileri / IT Uzmanı","Kayseri","GENEL NİTELİKLER VE İŞ TANIMI  IT Sistem ve ERP Destek Uzmanı  GENEL NİTELİKLER:  Üniversitelerin Bilgisayar Mühendisliği, Elektrik – Elektronik Mühendisliği, Yazılım Mühendisliği, Endüstri Mühendisliği, Matematik Mühendisliği, Yönetim Bilişim Sistemleri veya Bilişim ile ilgili diğer bölümlerden mezun, SQL server üzerinde sorgu (View, Stored Procedure, Function) yazabilecek düzeyde bilgi sahibi, T-SQL  raporlama yapabilen, Veri tabanı tasarımı/mimarileri hakkında (tercihen MS SQL) yeterli tecrübe ve bilgiye sahip, Veri tabanı, proje kapsamı ve yönetimi, iş analizi ve projenin raporlanması konusunda dokümantasyon yapabilen, Windows server sistemleri ve sunucu sanallaştırma konularında bilgi sahibi,  Tercihen Logo Tiger ERP yazılımı konusunda en az bir yıl deneyime sahip, Tercihen ERP yazılımları geliştirme/proje yönetimi geçmişi olan, Problemleri farklı bakış açılarıyla sorgulayan, çözüm odaklı ve analitik düşünebilme becerisine sahip, Öğrenmeye ve paylaşıma açık, ekip çalışmasına yatkın, planlama ve organizasyon becerisi yüksek Tercihen askerliğini yapmış ya da en az 2 yıl tecilli.   IT Sistem ve ERP Destek uzmanı arıyoruz.   İŞ TANIMI  Mevcut ERP entegre olacak yeni projelerde çözüm sorumlusu olarak görev alınması, Yeni teknolojileri ve yazılım trendlerinin yakından takip edilmesi ve mevcut ERP ile entegre edilmesi, İş süreçlerini analiz etmesi ve modellenmesi, Dijital dönüşüm süreçlerinin dokümantasyonun hazırlanması, Transact-SQL scriptleri yazarak excel üzerinde otomatik çalışan raporlar hazırlanması, Kullanıcıların raporlama isteklerinin yönetilmesi, gerekmesi halinde SQL sorgularının hazırlanması vedokümante edilmesi, Sunucu sanallaştırma, back-up alınması ve mail server yönetiminin yapılması, ISO 27001 Bilgi Güvenliği Yönetim Sistemi ve KVKK süreç yönetiminin sağlanması, Uygulama güvenliği için gerekli çözümlerin üretilmesi veya üretilmesinin sağlanması."
"Saha Satış Sistemi Sistem Analisti ","İstanbul(Asya)(Çekmeköy)","GENEL NİTELİKLER VE İŞ TANIMI  GENEL NİTELİKLER  Üniversitelerin Bilgisayar Mühendisliği, Endüstri Mühendisliği, İşletme Mühendisliği veya Yönetim Bilişim Sistemleri bölümlerinden mezun, Tercihen yüksek lisans mezunu olmak, Sistem analizi, proje yönetimi, çağrı desteği konusunda bilgi sahibi olmak Temel bilgisayar ve programlama becerisine sahip olmak, SQL Server ve mobil yazılım konularında iyi dercede bilgi sahibi olmak, Erkek adaylar için askerlik görevini tamamlamış olmak Android mobil cihazlar hakkında bilgi sahibi olmak Tercihen Panorama saha satış uygulamasını bilmek     İŞ TANIMI   Şirketimiz Bilgi Teknolojileri departmanında değerlendirilmek üzere;  Bölümler tarafından oluşturulan mevcut süreçlere ilişkin akışları, değer yaratmayan işleri engellemek, görevler arası etkileşimin kalitesini artırmak, görevlerin ayrılığı ilkesine uyumunu sağlamak, bölüm yerine şirket menfaatini gütmesini gözetmek ve bilgi sistemlerinde tasarlandığı şekilde yürütüldüğünü garanti altına almak için incelemek, süreç akış şemalarının standartlara uygun oluşturulmasını sağlamak, Yeni açılacak distribütörlerimizin lokasyonlarındaki kurulumlarında görev almak, Kurulum sonrası eğitim ve son kullanıcı destek faaliyetlerini yürütmek, Saha satış uygulaması için dışarıdan alınacak olan destek faaliyetlerini danışman firmaya iletmek, Saha satış uygulamasındaki anaverilerin ERP sisteminden tanımlanabilmesi için, ilgili noktalarda yönlendirmelerde bulunmak, Görevlerin ayrılığı ilkesine uygun olarak yeni katılan ve görevi değişen kullanıcıların yetkilerini, yeni süreçlerin sorumlularını belirlemek, Gereken durumlarda mevcut süreç eğitimlerini tekrarlamak, yeni süreçlerin eğitimlerini vermek, Hızlı raporlama araçlarını kullanarak operasyonel birimlerin raporlarını yapılandırmak,"
"Ar-Ge Mühendisi","İstanbul(Asya)(Ümraniye)","GENEL NİTELİKLER VE İŞ TANIMI  Tercihen Elektrik- Elektronik, Bilgisayar mühendisliği veya üniversitelerin ilgili bölümlerinden mezun lisans eğitimini tamamlamış Analitik düşünme ve problem çözme yeteneğine sahip, çözüm odaklı Takım çalışmasına yatkın İyi derecede İngilizce bilen Askerlik görevini tamamlamış veya ilişiği olmayan Çok katlı PCB şematik ve layout tasarım tecrübesi olan, Yüksek hızlı hat tasarımı yapabilen, Donanım ve Tasarım alanında +2 yıl tecrübesi olan, RF projelerinde çalışmış olan veya bilgisi olan USB 3 /2.0, SPI, I2C, Uart, RS232/485 haberleşme protokollerine hakim, Tasarlanan ürünün saha testlerine katılabilecek C, C++, MATLAB ve Python dillerinin bir kaçında en az 2 yıl deneyim sahibi OpenCV kütüphanesine hakim Tensorflow, Keras, Torch/Pytorch gibi farklı derin öğrenme ve data analizi kütüphanelerinden en az birini kullanabilen Yeni teknolojileri öğrenmeye yatkın Linux işletim sistemini kullanmış"
"Mobil Yazılım Uzmanı","İstanbul(Avr.)(Beşiktaş)","GENEL NİTELİKLER VE İŞ TANIMI  Porte hakkında  ETTS Elektronik olarak; mobil çözümler, ödeme sistemleri, sadakat uygulamaları, saha satış çözümleri, saha operasyon ve etkinlik yönetimi, Uluslararası lojistik hizmetleri, E-Hizmet ve E-Ticaret çözümleri konularında uzmanlaşmış, uçtan uca çözüm sunan Proje Geliştirme ve Uygulama şirketiyiz.  Türkiye'nin en büyük bankaları, dünya devi finansal kuruluşları ve perakendenin liderleriyle başarı hikayeleri yarattık.  Aynı zamanda AR-GE merkezi olan şirketimizin, IT bölümünde özellikle online alışveriş, mobil uygulama ve çeşitli e-ticaret projelerinde görev alarak, projelere değer katabilecek, kendini geliştirmeye istekli, yetenekli ""IOS ve Android Yazılım Geliştirme Uzmanları"" arıyoruz!  Genel Nitelikler:  ·  Kullanıcı deneyimine ve görsel tasarımlara uygun kaliteli iOS veya Android uygulamaları geliştirmek.  ·  Code-review yapmak ve kodlama standartlarını sağlamak/korumak.  ·  Sorumluluğundaki uygulamaların hata ayıklamasını ve hata düzeltmesini sağlamak.  ·  Modern mühendislik yaklaşımları ve çeviklik prensipleri ile ölçeklenebilir uygulama geliştirmek.  ·  Mobil geliştirme dünyasındaki gelişmeleri takip etmek ve yenilikleri devreye almak.  Gerekli Teknik Yetkinlikler:  · Üniversitelerin Bilgisayar Mühendisliği, Elektrik Elektronik Mühendisliği, Matematik Mühendisliği, Yazılım Mühendisliği ve benzeri bölümlerden mezun olmak,  · Tercihen 3+ sene ve üzeri iOS veya Android platformunda uygulama geliştirme tecrübesine sahip olmak,  ·  SOAP/REST mimarisindeki web servisler, JSON/XML veri alışverişi protokolleri ve Android/iOS networking konularında bilgi sahibi olmak,  ·  Git ya da benzeri (Mercurial, SVN vb.) yazılım versiyon sistemi kullanmış olmak,  · Object Oriented konsepti ve teknolojileri konusunda bilgi sahibi olmak  · Android Studio’da Java/Kotlin veya Xcode’da Swift ve Objective-C (opsiyonel) ile uygulama geliştirmiş olmak,  · Carthage, CocoaPods veya Gradle kullanarak yazılım kütüphanelerinden faydalanabilmek,  · Uygulamaların Google Play veya AppStore’da yayınlaması ile ilgili işlemler konusunda tecrübe sahibi olmak.  Kişisel Özellikler:  Dikkatli, düzenli ve özenli çalışma. Yeniliklere açık olma. Kişisel gelişime önem verme. Analitik ve problem çözme konusunda yetkin. İletişimi güçlü, takım çalışmasına uyumlu. İngilizcesi iyi düzeyde."
"Yazılım Uzmanı","İstanbul(Avr.)"," "
"ERP Destek Sorumlusu","İstanbul(Avr.)(Bahçelievler)","GENEL NİTELİKLER VE İŞ TANIMI Üniversitelerin Bilgisayar Programcılığı, Endüstri Mühendisliği, İşletme Mühendisliği, İşletme, İktisat, Maliye ve muadili bölümlerinden mezun, Tercihen ERP projeleri, yazılım destek, eğitim ve uygulama alanında deneyimli ve bilgi sahibi, Yurtiçi ve yurtdışı projelerde görev alabilecek, seyahat engeli bulunmayan, Esnek çalışma saatlerinde ve yoğun tempoda çalışabilecek, Takım çalışmasına yatkın ve iletişim becerisi gelişmiş Tercihen İyi düzeyde (okuma, yazma, konuşma) İngilizce bilen, Tercihen erkek adaylarda askerlik görevini tamamlamış,"
"Bilgi Teknolojileri/Sistemleri Müfettişi","İstanbul(Avr.)","GENEL NİTELİKLER VE İŞ TANIMI  BİLGİ TEKNOLOJİLERİ/SİSTEMLERİ MÜFETTİŞİ     Katılım bankacılığının Türkiye’deki öncü Bankası olan Kuveyt Türk son 3 yılda finansın en iyi işvereni ödülünü (Great Place to Work) almıştır.     Ürettiği bankacılık yazılımlarını 20 ülkeye ihraç etmekte olan bankamız 2010 yılında bankacılık ve finans sektörünün ilk Ar-Ge merkezini kurmuştur ve bugün itibariyle bankacılık ve finans sektöründe 2 Ar-Ge merkezi olan tek finansal kuruluştur.     KİMİ ARIYORUZ?  Kariyerine Kuveyt Türk Teftiş Kurulu bünyesinde devam etmek isteyen ve uzmanlık ve birikimleri ile bilgi teknolojileri denetimi faaliyetlerimize katkı sağlayacak takım arkadaşları arıyoruz. Adayların aşağıdaki şartları sağlamalarını bekliyoruz:     1. Bilgisayar Mühendisliği, Matematik Mühendisliği, Elektrik ve Elektronik Mühendisliği, Yönetim Bilişim Sistemleri, Endüstri Mühendisliği veya bunların yetkili makamlarca tanınmış, Türkiye ve yabancı ülkelerdeki eşleniklerindenlisans derecesi ile mezuniyet  2. Bankalarda veya bağımsız denetim kuruluşlarında bilgi teknolojileri/sistemleri denetimi/kontrolü, BT yönetişimi, bilgi güvenliği, kurumsal mimari alanlarında veya bunların muadili olabilecek alanlarda toplamda en az 3 yıl deneyim  3. CISA, CISSP, CRISC, ISO 27001 LA sertifikalarından biri veya birkaçına sahip olmak  4. Çok iyi derecede İngilizce bilgisine sahip olmak     SUNULAN ÖZEL İMKANLAR NELERDİR?  Bilgi sistemleri müfettişlerine, çalışma hayatına paralel, Kuveyt Türk tarafından finanse edilecek eş zamanlı yüksek lisans yapma imkanı sunulmaktadır. Ayrıca müfettişlerin teknik ve beşeri yetkinliklerini artırmaya yönelik eğitim/sertifika programlarına katılımları desteklenmektedir. (CISA, CISSP vb teknik sertifikalar, Veri Analistliği Sertifika Programı, Yetkinlik Gelişim Programı vb.)"
"Network Mühendisi","Ankara(Çankaya)","GENEL NİTELİKLER VE İŞ TANIMI  Yetkinliklerini sürekli geliştirip, hep daha iyi olmayı hedefleyen, çevreye ve insana karşı saygılı ve hoşgörülü, dürüst ve şeffaf, yaratıcı ve yeni fikirlere açık, aşağıda belirttiğimiz niteliklere uygun “Network Mühendisi” alınacaktır.     GENEL NİTELİKLER  Tercihen üniversitelerin Bilgisayar Mühendisliği, Elektrik Mühendisliği, Elektrik-Elektronik Mühendisliği, Elektronik Haberleşme, Elektronik Mühendisliği veya dengi bölümlerinden mezun, Minimum 3 yıl ağ ve güvenlik altyapılarında iş deneyimine sahip, En az CCNP sertifikasına sahip, Fortinet ve/veya Checkpoint ürünlerinden en az birisinde uzman, Cisco ve/veya Extreme Networks ürünlerinden en az birisinde uzman, İçerik filtreleme, VPN, atak önleme sistemleri, E-mail Security, Web Security yönetiminde deneyimli İyi derecede İngilizce konuşabilen, Projelere uzak destek verebilecek, Kritik sistemleri analiz edebilecek, sistemin iyileştirilmesinde önerilerde bulunabilecek,  Takım çalışmasına uyum sağlayacak, disiplinli, çalışkan, Seyahat engeli olmayan, Askerlik ile ilişiği bulunmayan, En az B sınıfı ehliyete sahip olan ve trafikte aktif araç kullanabilen.   İŞ TANIMI  Ağ cihazlarını hizmet seviyelerine uygun şekilde yönetmek, Çıkan problemlere müdahale etmek, eskale edilen kullanıcı problemlerini çözmek, Sistemlerin performansını izlemek, bu doğrultuda kapasite planlaması yapmak ve iyileştirmeye yönelik öneriler hazırlamak, Gerekli güncelleme ve yama işlemlerini yürütmek, Ağ cihazlarının güvenliğini ve iş sürekliliğini sağlamak, Ağ altyapısı için operasyonel standartları belirlemek, süreç ve prosedürleri geliştirmek en iyi uygulamaların uygulanmasını sağlamak, gerekli dokümantasyonu hazırlamak, Sorumlu olduğu ilgili projelerin yönetimini yapmak, yürütülmekte olan projelere destek vermek."
"Kıdemli Test Mühendisi(Savunma Sanayii, İstanbul)","İstanbul(Asya)","GENEL NİTELİKLER VE İŞ TANIMI  Genel Nitelikler  Üniversitelerin Bilgisayar Mühendisliği, Yazılım Mühendisliği, Elektrik-Elektronik Mühendisliği ve ilgili diğer teknik bölümlerinden mezun,  Test terminolojisine ve test süreçlerine hakim,  Yazılım testlerinin hazırlık & koşturulmasında en az 4 yıl tecrübeli, Test betikleri yazabilecek derecede kodlama tecrübesi olan, Hata takip ve raporlama araçları kullanmış, Çok kültürlü çalışma ortamlarına adapte olup etkin çalışabilen, Analitik düşünce ve problem çözme yeteneğine sahip olan, Takım çalışmasına yatkın, sorumluluk sahibi, Yazılı ve sözlü olarak iyi derecede İngilizce iletişim kurabilen, Yurt içi seyahat engeli bulunmayan.      Tercih Edilen Nitelikler  Tercihen Savunma sanayii projelerinde deneyimli, Tercihen farklı seviyelerde (Birim test, Entegrasyon testi, Yük/Performans testi vb.) test deneyimi olan,  Tercihen beyaz kutu, kara kutu testleri konusunda bilgi ve deneyim sahibi, Tercihen yazılım kalitesi, yazılım mühendisliği konularında bilgili,  Tercihen ISTQB Foundation Level sertifikası sahibi, Tercihen test otomasyonu ve test araçları konusunda bilgili,  Tercihen Java, C#, C++ veya benzeri programlama dillerinde yazılım geliştirme deneyimine sahip, Tercihen CMMI for Development, MIL-STD, ISO 12207 model ve standartlarında bilgi ve tecrübe sahibi,    İş Tanımı Test Planı ve Test Stratejisinin geliştirilmesine destek olunması, Gereksinim Analizi faaliyetlerinde gözden geçirme sorumlusu olarak görev alınması, Sistem, Sistem Entegrasyon & Yazılım Test senaryolarının hazırlanması, Sistem, Sistem Entegrasyon & Yazılım Test senaryolarının koşturulması, Sistem, Sistem Entegrasyon & Yazılım Test planındaki faaliyetlerin icra edilmesi, Hata takibi ve raporlama faaliyetlerinin yürütülmesi, Hata Analizi yapılarak hataların kök nedenlerinin araştırılması"
"Strateji ve Süreç Geliştirme Uzmanı","İstanbul(Avr.)(Bağcılar)","GENEL NİTELİKLER VE İŞ TANIMI  Üniversitelerin Veri Analizi,Süreç Geliştirme ve Sistem Geliştirme ile İlgili Bölümlerinden Mezun (Endüstri Mühendisliği,Matematik Mühendisliği,İşletme Mühendisliği, Bilgisayar Mühendisliği, İstatistik, Ekonometri,Sayısal Yöntemler, Vb.) Sistem ve Süreç Geliştirme Disiplinlerine İlgi Duyan, Tercihen İş Süreçleri ile ilgili problemleri analiz etme ve çözmede kullanılabilecek Süreç Yönetimi ve Analizi Tekniklerinde Sertifikasyon/Yüksek Lisans Programlarını tamamlamış ve/veya devam ediyor olan, Tercihen SQL yazılım dili konusunda uygulamalı tecrübe sahibi, Değişen ihtiyaçlara hızlı uyum kabiliyetine sahip, İçsel motivasyonu yüksek ve proaktif     İş Tanımı      1.    Tanımlayıcı istatistik metotlarını kullanarak, sorumlu olduğu süreçlerin güncel dönem ve geçmiş dönem veri analizleri sonucunda sürecin performansını, risk faktörlerini, iyileştirme alanlarını, problemli durumları ve kök neden analizlerini yapmak. Süreci etkileyen diğer süreç ve faktörlerin belirlenmesini sağlamak,     2.    Tespit edilen kök nedenler ve süreç performans sonuçlarına göre operasyonel ekiplere stratejik kararları konusunda yönlendirmede bulunarak hedef belirleme sürecine katkıda bulunmak,      3.    Operasyonel ekiplerin iyileştirme alanı dışında kalan konularda sistem ve süreç dizaynını gözden geçirerek Otomasyona Dayalı Sistem, Algoritma, Ekran, Raporların Geliştirilmesi Amacıyla İstatistiksel/Matematiksel Modelleme ve Optimizasyon Tekniklerini Kullanarak Sistem Geliştirme Projeleri ve ARGE Faaliyetlerinin Yürütülmesini sağlamak.      4.   Belirlenen optimum çözüm alternatiflerini gerçek data ile simüle etmek ve sisteme / sürece kazandırmak.     Bölümde İcra Edilen Bazı Projelerimiz;  ·         SKU Rationalization and Prepack Optimization Projects.  ·         Determine Order Quantity Projects. (For Options, NOS Products, Line’s and Trend Factor Base)"
"Yazılım Uzmanı","İstanbul(Avr.)(Şişli)","GENEL NİTELİKLER VE İŞ TANIMI  Genel Nitelikler  Üniversitelerin Bilgisayar, Elektronik, Endüstri, Yazılım veya Matematik Mühendisliği bölümlerinden mezun, PHP ve MySQL konusunda en az 3 yıl iş deneyimi olan, Teknik dokümanları anlayabilecek düzeyde İngilizce bilgisi olan, Analitik bakış açısına sahip, sorumluluk ve inisiyatif almaktan çekinmeyen, Takım çalışmasına yatkın, yazılı ve sözlü iletişimi güçlü, Erkek adaylar için askerlik hizmetini tamamlamış,  İş Tanımı  Kurumumuz bünyesinde faaliyet gösteren B2B ve E-ticaret sitelerinin yazılım geliştirme süreçlerinde görev alacak Gerektiğinde, yapılacak yazılım işleriyle ilgili algoritma geliştirme ve iş planlaması yapacak"
"Bilgi Teknolojileri Sorumlu Uzmanı","",""
"İş Zekası Uzmanı","",""
"Yazılım Yöneticisi","",""
"Kıdemli Sistem Uzmanı","",""
"Yazılım Geliştirme Uzmanı/.Net","",""
"BT Servis Yönetim Danışmanı (Itsm Consultant)","",""
"Application Management Specialist","",""
"Yazılım Uzmanı","",""
"SAP ABAP Yazılım Uzmanı ","",""
"Yazılım Mimarı","",""
"Yazılım Geliştirme Uzmanı","",""
"Süreç Yöneticisi","",""
"Teknik Lider","",""
"SAP Danışmanları (Yetiştirilmek Üzere)","",""
"Yazılım Entegrasyon Uzman Yardımcısı","",""
"Kalite Mühendisi","",""
"Veri Bilimi Uzmanı","",""
"Yazılım Test Mühendisi","",""
"İş Zekası Raporlama ve Veri Ambarı Uzmanı","",""
"Kanal Güvenliği Uzmanı","",""
"SAP Danışmanı (Tecrübeli & Yetiştirilmek Üzere)","",""
"Senior Mobil Oyun Geliştirici (Android - İos)","",""
"Test Mühendisi","",""
"ERP Uzmanı","",""
"Yazılım Uzmanı","",""
"Yazılım Geliştirme Uzmanı","",""
"EMSA Elektromotor Alternatör Sanayi ve Ticaret A.Ş.","",""
